Model	Iteration	Variable	Subsampled	MinObs	decay	logLoss	logLossSD	AIC	AUC	Accuracy	AccuracySD	Kappa
m2	3	Egg	2	2	1e-04	0.466234497010153	0.314389136951135	177.879102015059	0.981018518518519	0.490115079365079	0.191529600528641	0.429318711054275
m3	3	Egg	2	2	1e-04	1.51719131337385	0.707679591225443	145.406347079053	0.928282828282828	0.222373015873016	0.144755392166006	0.161441502902888
m4	3	Egg	2	2	0.1	1.33155315567607	0.19856350213051	163.819085034456	0.925044091710758	0.37093253968254	0.178483797062849	0.313110953336461
m5	3	Egg	2	2	0.1	2.06070437653126	0.240935862769021	113.343526071823	0.734567901234568	0.160297619047619	0.149078319312349	0.107565881404753
m6	3	Egg	2	2	0.1	1.6377462089402	0.352534106780081	143.955936284947	0.855634920634921	0.319428571428571	0.156944956710134	0.257497775070496
m7	3	Egg	2	2	1e-04	1.2244322883223	0.632527779636938	117.639556737342	0.917976190476191	0.282019841269841	0.162340648650672	0.222808279030301
m1	4	Egg	2	2	0.1	1.29763828070611	0.305681714122802	167.913985215986	0.896913580246914	0.399757936507937	0.194221378456534	0.342977483620109
m2	4	Egg	2	2	0.1	1.40261167322801	0.308915443444532	184.299136631366	0.878035714285714	0.382126984126984	0.184508477384405	0.325372380335264
m3	4	Egg	2	2	0.1	1.93971796600105	0.228190400265034	101.653501155495	0.804320987654321	0.14906746031746	0.137965232766192	0.0917128170257717
m4	4	Egg	2	2	0.1	1.54447339929169	0.30013288955049	126.56609955801	0.836309523809524	0.397952380952381	0.19991929779593	0.339603069515079
m5	4	Egg	2	2	0.1	2.06067765627659	0.206228999135081	135.533724668173	0.749952380952381	0.148698412698413	0.123852799609042	0.101377193719913
m6	4	Egg	2	2	0.1	1.51272007857844	0.293663468831032	168.193721121094	0.848724489795918	0.325615079365079	0.178807927539429	0.267038586664434
m7	4	Egg	2	2	0.1	1.62004457409148	0.174642527615379	146.248184817761	0.849267399267399	0.299928571428571	0.151182436998451	0.240956146868761
m1	5	Egg	2	2	0.1	1.07872975940063	0.348779158405807	180.059104137759	0.911123511904762	0.498511904761905	0.201338547357739	0.442901103042134
m2	5	Egg	2	2	0.1	1.40851527758565	0.39079278777735	183.939649871921	0.862830687830688	0.404630952380952	0.223375007998534	0.346239118056528
m3	5	Egg	2	2	0.1	1.89756187171847	0.239104422143262	122.411750074447	0.823118279569892	0.15193253968254	0.139625644493344	0.0952465374081513
m4	5	Egg	2	2	0.1	1.42148039510478	0.295746663497651	167.233331975623	0.886706349206349	0.435083333333333	0.189794564745666	0.377721139538226
m5	5	Egg	2	2	0.1	2.03156044622926	0.273477619184623	134.279183957426	0.727950310559006	0.218468253968254	0.134726048034391	0.154646955478164
m6	5	Egg	2	2	0.1	1.28827481819006	0.266555185762536	154.410758803202	0.880114638447972	0.408293650793651	0.188323460706919	0.35006641003723
m7	5	Egg	2	2	0.1	1.57811100086606	0.23408400150039	131.913464297169	0.854650297619048	0.292404761904762	0.147423662937541	0.232248234630741
m1	6	Egg	2	2	0.1	1.17617266173888	0.204646762861909	167.638170066823	0.898397435897436	0.426210317460317	0.196694487339965	0.36855918385107
m2	6	Egg	2	2	0.1	1.28321020501308	0.225468524916346	153.67553396372	0.875661375661376	0.401599206349206	0.179603491966501	0.344502334220926
m3	6	Egg	2	2	0.1	1.86274756033757	0.267615741103412	115.019359917907	0.803361344537815	0.164706349206349	0.129442638591088	0.109467680184043
m4	6	Egg	2	2	0.1	1.43176124288973	0.395494737817288	181.241055094071	0.861544011544012	0.448980158730159	0.195165860557409	0.387805757773007
m5	6	Egg	2	2	0.1	1.89879260751086	0.251483007361591	110.3242231225	0.769664902998236	0.222766955266955	0.164255028803474	0.167599260929086
m6	6	Egg	2	2	0.1	1.48079457725673	0.340832241570903	143.276340127126	0.850453514739229	0.362238095238095	0.17615061147407	0.303981492038073
m7	6	Egg	2	2	0.1	1.56339415409493	0.216146304342426	119.732549286231	0.819786535303777	0.330789682539683	0.161620353356628	0.266663132840954
m1	7	Egg	2	2	0.1	1.34227724046644	0.33338443371693	182.876143237649	0.870220057720058	0.405535714285714	0.189223182927896	0.342956469063709
m2	7	Egg	2	2	0.1	1.31448487500638	0.282170331136748	151.989611661157	0.864980158730159	0.449797619047619	0.207970128551981	0.390060841610802
m3	7	Egg	2	2	1e-04	1.791057558441	0.555014797283667	102.275089419638	0.830459770114943	0.183253968253968	0.132973337660109	0.128177202050852
m4	7	Egg	2	2	0.1	1.6038429030722	0.214202536810206	143.283898114193	0.836591478696742	0.319333333333333	0.145378681287153	0.257867895044497
m5	7	Egg	2	2	0.1	2.40870896595313	0.249524272796562	120.4260897571	0.608470695970696	0.144718253968254	0.113579620227914	0.0873963641976097
m6	7	Egg	2	2	0.1	1.74903591777024	0.393029099554133	169.403943310497	0.780282738095238	0.333547619047619	0.181774669147684	0.269396043076087
m7	7	Egg	2	2	0.1	1.78352674994298	0.274565740394072	116.821517621152	0.752246543778802	0.355349206349206	0.163606372833885	0.285473973943037
m1	8	Egg	2	2	0.1	1.37163186912331	0.374858116082747	165.545177496631	0.86957671957672	0.415539682539683	0.190182208599241	0.356782544368047
m2	8	Egg	2	2	0.1	1.37609199017537	0.364253728279624	150.895431054777	0.863571428571429	0.469561327561328	0.196463270789033	0.410736239975952
m3	8	Egg	2	2	0.1	1.80082010596205	0.217022263042918	110.015332064976	0.824275362318841	0.172579365079365	0.142138695662368	0.122321493507418
m4	8	Egg	2	2	0.1	1.53242306259016	0.437182635383254	181.858618494361	0.84797619047619	0.39397619047619	0.192369665372238	0.336379398703867
m5	8	Egg	2	2	0.1	2.11436422381597	0.320086280854361	114.060632621496	0.752035330261137	0.191174603174603	0.129724655219709	0.128818321997701
m6	8	Egg	2	2	0.1	1.63076096338178	0.35138226933042	142.909440020705	0.800757575757576	0.344563492063492	0.15836666231495	0.281328434879692
m7	8	Egg	2	2	0.1	1.79257868342668	0.223248201375245	118.686052972705	0.817261904761905	0.28575	0.167398310632014	0.231965367861894
m1	9	Egg	2	2	0.1	1.08688960419597	0.272329278493183	195.819085036144	0.906481481481481	0.41690873015873	0.189708037828533	0.3606312750833
m2	9	Egg	2	2	0.1	1.05655835989344	0.268022088876322	165.88834420684	0.934203296703297	0.478928571428571	0.209563999120209	0.420352330997671
m3	9	Egg	2	2	0.1	1.81464180543781	0.303601826846148	115.36050039394	0.818959435626102	0.132440476190476	0.120516212476825	0.0814127935135828
m4	9	Egg	2	2	0.1	1.52461133757136	0.404451271232204	154.410758824364	0.854506802721088	0.32865873015873	0.1985005784219	0.272171119852924
m5	9	Egg	2	2	0.1	1.99715503937634	0.336211693864542	115.730960326284	0.736190476190476	0.195393939393939	0.151981641452139	0.146514052237056
m6	9	Egg	2	2	0.1	1.46767342064181	0.262982381472818	143.276340155364	0.833597883597884	0.363404761904762	0.180855711832132	0.30100801732861
m7	9	Egg	2	2	0.1	1.39908151167285	0.233180271360861	142.623249527287	0.860793650793651	0.438777777777778	0.146287207453343	0.374622743341081
m1	10	Egg	2	2	0.1	1.1661725503584	0.389456243713792	190.856975722977	0.93447619047619	0.471384920634921	0.183569117437603	0.413633083254426
m2	10	Egg	2	2	0.1	1.27282831025075	0.314439930984433	151.97861328989	0.90281746031746	0.469452380952381	0.198309448684666	0.413994633977484
m3	10	Egg	2	2	0	1.11226423429037	0.189972389782203	117.730310478617	0.902120535714286	0.233170634920635	0.148244360968738	0.178678279216781
m4	10	Egg	2	2	0.1	1.27129814027928	0.290163769349771	150.686240406819	0.92281746031746	0.481428571428571	0.210667739323035	0.424868845637681
m5	10	Egg	2	2	0.1	1.96246538462299	0.312180407805135	113.422664992316	0.764102564102564	0.212174603174603	0.128234904911171	0.152022134288629
m6	10	Egg	2	2	0.1	1.37548615378816	0.283165289621505	156.397055183372	0.892904761904762	0.40040873015873	0.168940945316314	0.340194577367365
m7	10	Egg	2	2	0.1	1.63097316195926	0.275868174898438	163.072624288418	0.818871252204586	0.309686507936508	0.162381358062975	0.25815835791866
m1	11	Egg	2	2	0	0.315951444429255	0.473158668285157	149.749153992946	0.988721804511278	0.56825	0.196162926463227	0.512711138920494
m2	11	Egg	2	2	0.1	0.953977683444521	0.190204413291174	149.545177484467	0.93952380952381	0.530313492063492	0.204021882955636	0.47675927675224
m3	11	Egg	2	2	0.1	1.7748421032889	0.226592440020988	102.275089419638	0.820238095238095	0.160734126984127	0.137304476228202	0.110480197008155
m4	11	Egg	2	2	0	0.191003493318026	0.122587651138156	117.869310847755	0.988151927437642	0.587138888888889	0.22795723796245	0.537985417946606
m5	11	Egg	2	2	0	1.18398369457752	0.213165016801927	96.133472487441	0.896697388632873	0.22415873015873	0.139737521427957	0.167014563486011
m6	11	Egg	2	2	1e-04	0.874460741804013	0.503677745788227	127.104136351317	0.960515873015873	0.420444444444444	0.166718323075876	0.35559171203949
m7	11	Egg	2	2	0.1	1.34501273737841	0.211132607665732	126.909439987547	0.893518518518518	0.402230158730159	0.163978341436279	0.337105338887535
m1	12	Egg	2	2	1e-04	0.712881570929416	0.652178162032271	160.220418394737	0.993478260869565	0.575496031746032	0.210923972738506	0.520938751570071
m2	12	Egg	2	2	0.1	1.07684072189305	0.307739606674309	149.840846169706	0.946043417366947	0.500698412698413	0.214748245762518	0.44387949076039
m3	12	Egg	2	2	0.1	1.73288555583184	0.263254778202749	110.436958048481	0.845887445887446	0.192031746031746	0.124973480826555	0.13816805217771
m4	12	Egg	2	2	0.1	1.00737030127143	0.207206279048684	161.855124386659	0.951655719759168	0.547691919191919	0.208012420347715	0.501442533309782
m5	12	Egg	2	2	0.1	1.74480145636327	0.316367339303596	112.108324014145	0.818716931216931	0.235075396825397	0.156316758797833	0.180985346851097
m6	12	Egg	2	2	1e-04	0.914852940377274	0.353119274595354	139.295717406328	0.986231884057971	0.398305555555556	0.162879614317726	0.334756723460254
m7	12	Egg	2	2	1e-04	1.08484541541049	0.547708762534659	117.639556737342	0.924319727891156	0.292130952380952	0.164313848226439	0.231957799013808
m1	13	Egg	2	2	0.1	1.3031580889398	0.363369098365363	140.136851287485	0.889514652014652	0.424456349206349	0.181054342040668	0.363919327226502
m2	13	Egg	2	2	0.1	1.27281068192916	0.25616324198032	125.183347523984	0.892761904761905	0.438452380952381	0.182969328145262	0.379813471851682
m3	13	Egg	2	2	0	1.39105330924628	0.148441011037982	107.608099114193	0.859646962233169	0.138234126984127	0.116489761799442	0.0825698222121376
m4	13	Egg	2	2	0.1	1.47464890170803	0.294355998533546	112.635532489509	0.875595238095238	0.413154761904762	0.193111367602029	0.358962481490055
m5	13	Egg	2	2	0.1	2.29047377291146	0.304259579003865	101.853905634273	0.763775510204082	0.124130952380952	0.116197192357109	0.0721433690029516
m6	13	Egg	2	2	0.1	1.51765075859038	0.413623833284183	129.682028773131	0.868840579710145	0.352488095238095	0.156468554872822	0.289605350476339
m7	13	Egg	2	2	0.1	1.55774247998965	0.314632751340719	114.728525073296	0.857411674347158	0.347698412698413	0.190612525362837	0.286428373606694
m1	14	Egg	2	2	0	3.5513195285467e-06	3.47007130293269e-06	167.933436720733	1	0.679306637806638	0.211342578018245	0.637811698753595
m2	14	Egg	2	2	0	0.213443918862952	0.0993043955774828	161.363951692102	0.980059523809524	0.592190476190476	0.235850346907731	0.542769819757618
m3	14	Egg	2	2	0	0.806934713364218	0.169290243603931	128.255172090288	0.926658163265306	0.308190476190476	0.174937382567277	0.244665030615826
m4	14	Egg	2	2	0	4.94906948070402e-06	4.80457291907043e-06	157.426721923544	1	0.689849206349206	0.224507401520091	0.649563974165913
m5	14	Egg	2	2	0	0.936170254747083	0.162221762338145	106.601417516826	0.919940476190476	0.331325396825397	0.151847712384062	0.273173447671593
m6	14	Egg	2	2	0	0.423899608761131	0.185480887442819	146.521083163788	0.968178382464097	0.483268037518037	0.194248979721967	0.423475440942067
m7	14	Egg	2	2	0	0.890252970357966	0.193331848796001	104.603909437652	0.923498964803313	0.323869047619048	0.161186653274813	0.25958859563435
m1	15	Egg	2	2	0.1	1.50666978582325	0.337717693379172	195.819085035934	0.864285714285714	0.366464285714286	0.178389584562414	0.308640248443985
m2	15	Egg	2	2	0.1	1.30981347264482	0.356412104345616	165.952160845989	0.902197802197802	0.417884920634921	0.205816483253354	0.356554832731442
m3	15	Egg	2	2	0.1	1.92213420132832	0.21312757476522	122.411750074447	0.798941798941799	0.110345238095238	0.104809162952308	0.0612737003651925
m4	15	Egg	2	2	0.1	1.82452263656701	0.337764186714219	138.410758805139	0.785835058661146	0.299916666666667	0.174626870422278	0.241093123412684
m5	15	Egg	2	2	0.1	2.28158386647648	0.316485324688015	115.869400514144	0.662522045855379	0.184996031746032	0.133581162962911	0.129336183246514
m6	15	Egg	2	2	0.1	1.68873911003084	0.334799515069547	158.505982388989	0.814856150793651	0.301281746031746	0.162033202288948	0.243184688128291
m7	15	Egg	2	2	0.1	1.49597137749005	0.29571573265165	161.072848058595	0.871683673469388	0.324714285714286	0.160099781655607	0.266209145235227
m1	16	Egg	2	2	0.1	1.0034083196685	0.284665540181008	167.638170060618	0.923065476190476	0.412386724386724	0.215803289631927	0.357526185452873
m2	16	Egg	2	2	0.1	1.06725488641769	0.183087015566286	137.65071198881	0.919534632034632	0.466527777777778	0.196920873719627	0.408376865366866
m3	16	Egg	2	2	1e-04	1.3519240115725	0.511166808735809	109.277726841457	0.871309523809524	0.290853174603175	0.150636794436498	0.229305191489092
m4	16	Egg	2	2	0.1	1.09609421053054	0.20930831386509	151.953265424377	0.926708074534161	0.401027777777778	0.203768277895192	0.348410944672197
m5	16	Egg	2	2	0.1	1.99663205744969	0.217680608692279	110.324223130862	0.741190476190476	0.259211038961039	0.144073812405472	0.19720468933954
m6	16	Egg	2	2	0.1	1.47283222831858	0.341131117381958	131.095425154031	0.848503401360544	0.360924603174603	0.174138677839291	0.292962699017544
m7	16	Egg	2	2	0.1	1.46788337431677	0.241443389089816	106.366695064166	0.861607142857143	0.289313492063492	0.162857595406004	0.233243998256291
m1	17	Egg	2	2	0.1	0.840836557133359	0.229468572434163	176.274936142833	0.931221198156682	0.576119047619048	0.191999276542791	0.523846763870124
m2	17	Egg	2	2	0.1	0.946471547555674	0.252920492064362	149.880669138352	0.954988662131519	0.465269841269841	0.19644228011173	0.404835862991381
m3	17	Egg	2	2	1e-04	1.3280754738785	0.398749784042293	109.277726841457	0.883560090702948	0.244119047619048	0.139535764025999	0.187092998757074
m4	17	Egg	2	2	0.1	0.967632539839176	0.24271490168897	148.153715445287	0.917904761904762	0.525242063492063	0.210370430971765	0.471987279102052
m5	17	Egg	2	2	0.1	1.75401266699703	0.265641064038219	110.324223059497	0.791666666666667	0.299896825396825	0.169247011459787	0.241407739140955
m6	17	Egg	2	2	0.1	1.27692985204674	0.348408076891576	127.276340179747	0.844176319176319	0.455706349206349	0.194608845860153	0.394056498356331
m7	17	Egg	2	2	0.1	1.54752959239368	0.251599529858605	106.366695169824	0.855406746031746	0.292	0.165266559297489	0.239124506323852
m1	18	Egg	2	2	0.1	1.37598699406821	0.286013945642343	208.595966085455	0.896666666666667	0.398194444444444	0.172315075862702	0.339023820044886
m2	18	Egg	2	2	0.1	1.37318216893488	0.26787327527941	153.72214556813	0.903154761904762	0.392027777777778	0.176339498897381	0.334405408691788
m3	18	Egg	2	2	0.1	1.8082026628148	0.193179178830617	135.15146021015	0.846003401360544	0.158130952380952	0.122909185519529	0.100114443006456
m4	18	Egg	2	2	0.1	1.6168000007055	0.326302317474975	155.795236238766	0.85656746031746	0.33984126984127	0.161092282672704	0.279909003181709
m5	18	Egg	2	2	0.1	2.26350216947932	0.434177432832644	135.996310902173	0.71136712749616	0.164972222222222	0.141693794506214	0.114276622864382
m6	18	Egg	2	2	0.1	1.68904516198061	0.340504030404798	169.021817032038	0.790934065934066	0.30940873015873	0.18279917992354	0.252443537504258
m7	18	Egg	2	2	0.1	1.59405324465381	0.274138827899728	146.248184817761	0.864244663382594	0.310420634920635	0.171063624873786	0.250189577725533
m1	19	Egg	2	2	1e-04	0.830615313143144	0.7612976591257	163.819085043209	0.982967032967033	0.537059523809524	0.200564457729288	0.47777258158905
m2	19	Egg	2	2	1e-04	0.438574490687093	0.26140938146368	177.879102015059	0.980222734254992	0.550984126984127	0.193427524416184	0.495579281385375
m3	19	Egg	2	2	1e-04	1.52131441590467	0.435169586122538	145.406347079053	0.907688492063492	0.278944444444444	0.141483571902403	0.207961442897558
m4	19	Egg	2	2	0.1	1.15749757710795	0.206589253248338	148.148613824963	0.950985221674877	0.442698412698413	0.219421317366299	0.391346980921291
m5	19	Egg	2	2	0.1	1.90783303066959	0.247160072474811	113.193448395133	0.815313852813853	0.188801587301587	0.153205354004218	0.135498393548504
m6	19	Egg	2	2	0.1	1.29382562857639	0.234440953868777	143.106604683251	0.921734693877551	0.332611111111111	0.19004725282323	0.269735535125638
m7	19	Egg	2	2	1e-04	1.35016158032994	0.685571862393739	145.063375270555	0.894356261022928	0.309428571428571	0.150074603539965	0.249558796108538
m1	20	Egg	2	2	0.1	1.04940461325211	0.26328238776475	165.739002394967	0.978659611992945	0.482075396825397	0.187225201477232	0.423462160092774
m2	20	Egg	2	2	1e-04	1.09301271823779	0.725545791339482	166.894099750644	0.953472222222222	0.409789682539683	0.169543343178694	0.346154312881425
m3	20	Egg	2	2	0.1	1.78089692175857	0.193642072443249	135.15146021015	0.851648351648352	0.134107142857143	0.112586298145052	0.0807316518058699
m4	20	Egg	2	2	0.1	1.26877389845744	0.292846501976767	149.890275642568	0.928679653679654	0.473869047619048	0.190470515045251	0.415520998170516
m5	20	Egg	2	2	0.1	1.92938474119426	0.339214356851669	109.416169839539	0.794642857142857	0.21825	0.142486129205226	0.158551791692549
m6	20	Egg	2	2	0.1	1.23741088018285	0.262283172264146	164.756606317263	0.911190476190476	0.436731240981241	0.177644276571111	0.3787237665354
m7	20	Egg	2	2	1e-04	1.11916465719276	0.599959806994609	117.639556735591	0.923193760262726	0.296928571428571	0.167145953202669	0.239838118494245
m1	21	Egg	2	2	0	0.189612364290441	0.101674675498624	155.223426540579	0.993402777777778	0.609972222222222	0.207930125517527	0.554653171745173
m2	21	Egg	2	2	0	0.219353142473874	0.106307833977027	161.363951692102	0.978320802005012	0.55381746031746	0.205600515052755	0.49577644673533
m3	21	Egg	2	2	0	0.923876635998321	0.174706709349784	128.255172090288	0.922826086956522	0.312936507936508	0.147740971404778	0.246682711812011
m4	21	Egg	2	2	0	0.20448640020947	0.0953655065227463	159.661396564821	0.984285714285714	0.601456349206349	0.204387770392703	0.547910737947201
m5	21	Egg	2	2	0	0.812916955915809	0.121411881905056	102.444406805398	0.949355158730159	0.300984126984127	0.158231243329811	0.232786391888068
m6	21	Egg	2	2	0	0.58123759167907	0.187828227257149	133.392418446852	0.958809523809524	0.401646825396825	0.190480527573077	0.338628748561697
m7	21	Egg	2	2	0	0.912717553915081	0.252902309791567	104.603909437652	0.928021978021978	0.295297619047619	0.16746052048913	0.239798778025905
m1	22	Egg	2	2	1e-04	0.193361195300484	0.118312203650261	171.885617461437	0.986210317460317	0.567412698412698	0.235484256053067	0.517469443543472
m2	22	Egg	2	2	1e-04	0.45390510492739	0.404022373088147	177.673136096083	0.985119047619048	0.55059126984127	0.197784652109656	0.496987338116138
m3	22	Egg	2	2	0.1	1.73946917639018	0.240690005623427	110.015331175065	0.861224489795918	0.172345238095238	0.148253412224867	0.122238901044262
m4	22	Egg	2	2	1e-04	0.905322973890051	0.682583165571965	162.663571742636	0.972718253968254	0.505130952380952	0.196420074824781	0.447194477100511
m5	22	Egg	2	2	0	1.11433355708112	0.205073075999248	96.133472487441	0.896993284493285	0.228404761904762	0.138396125106018	0.16590404060794
m6	22	Egg	2	2	0	0.627321588521237	0.193152586582973	133.40263766463	0.955072463768116	0.384190476190476	0.176572134288182	0.315576142401094
m7	22	Egg	2	2	0	0.630687742666418	0.152210017706003	112.955987591006	0.964714285714286	0.386980158730159	0.180952694718779	0.328498827884712
m1	23	Egg	2	2	1e-04	0.752050546886645	0.639165767615093	153.542741635624	0.969274376417234	0.487699855699856	0.188619036474708	0.431161751978196
m2	23	Egg	2	2	1e-04	0.507213101212375	0.118872388329492	139.338835206149	0.980853174603175	0.422734126984127	0.173984926307509	0.361537945906663
m3	23	Egg	2	2	0.1	1.86602165370919	0.207324263116976	135.15146021015	0.858882783882784	0.145666666666667	0.128077648879531	0.0937106755321735
m4	23	Egg	2	2	1e-04	1.04893934792456	0.541394968645322	166.379866641291	0.95632183908046	0.399194444444444	0.196974113436207	0.340135029948895
m5	23	Egg	2	2	0.1	1.83474070000268	0.201177267071999	119.157367878738	0.835813492063492	0.189496031746032	0.129215029562652	0.130908052725561
m6	23	Egg	2	2	1e-04	0.919224259493156	0.526272648666182	149.231619139435	0.946687370600414	0.359936507936508	0.165231370258626	0.295989803170927
m7	23	Egg	2	2	0	0.650966634433923	0.127893409318614	112.955987721903	0.960884353741497	0.402813492063492	0.157684769993384	0.339365459282804
m1	24	Egg	2	2	0.1	1.26286834983481	0.271080352751527	165.813428173169	0.924074074074074	0.400107142857143	0.160798056491545	0.337103496894257
m2	24	Egg	2	2	0.1	1.10169360101301	0.236645101348347	165.545177473667	0.926691729323308	0.428607142857143	0.179248357045797	0.365984616387464
m3	24	Egg	2	2	0.1	1.84171924849976	0.253045891014822	115.019359917907	0.816581632653061	0.148944444444444	0.132231934023625	0.0993791193711677
m4	24	Egg	2	2	0.1	1.20904158691188	0.346237002480898	137.364262527476	0.901380952380952	0.433654761904762	0.186804426075905	0.370253095622072
m5	24	Egg	2	2	0.1	1.7885396140658	0.244851006634293	133.696675867019	0.799624060150376	0.19115873015873	0.147743825283681	0.137655570811205
m6	24	Egg	2	2	0.1	1.46744192819047	0.260028331349241	130.728525028644	0.832261904761905	0.301484126984127	0.169828997329914	0.240830962785874
m7	24	Egg	2	2	0.1	1.5756424223694	0.217890036902204	146.248184817761	0.837267080745342	0.302297619047619	0.157131796323651	0.241838307384262
m1	25	Egg	2	2	0.1	1.41281668482081	0.404627926918149	183.872258714229	0.85952380952381	0.3605	0.175584476806421	0.297541864092173
m2	25	Egg	2	2	0.1	1.24899761813863	0.273852029844612	153.67553385496	0.8994708994709	0.40805303030303	0.175661000130418	0.350389599992458
m3	25	Egg	2	2	0.1	1.80447157930488	0.30961893751358	115.019359917907	0.805357142857143	0.148075757575758	0.12793551522944	0.0966218825430768
m4	25	Egg	2	2	0.1	1.57642461892149	0.322410330211106	182.373031810756	0.843377976190476	0.365785714285714	0.190646990821703	0.307713007835335
m5	25	Egg	2	2	0.1	2.20744325739438	0.325731772669576	135.844843132127	0.726706349206349	0.184666666666667	0.138545643334458	0.128235911838558
m6	25	Egg	2	2	0.1	1.63066648936042	0.374429178862772	168.859193926036	0.818333333333333	0.294488095238095	0.179065151244885	0.23662436928251
m7	25	Egg	2	2	0.1	1.53879281552851	0.207589428367027	146.248184817761	0.863988095238095	0.320662698412698	0.149558074063061	0.260269331043559
m1	26	Egg	2	2	0.1	1.29515446481779	0.27379361954067	152.527188367247	0.886335403726708	0.438027777777778	0.201691318367002	0.377537700659537
m2	26	Egg	2	2	0.1	1.55366552981042	0.317441682549308	169.077056094016	0.818154761904762	0.414777777777778	0.169433532591551	0.350999009269915
m3	26	Egg	2	2	0.1	1.89928678415022	0.278946633012224	101.653501155495	0.844306418219462	0.128984126984127	0.133450596258937	0.0829373496105484
m4	26	Egg	2	2	0.1	1.49962259934095	0.3474473837927	125.86294374705	0.871502976190476	0.390734126984127	0.162302144694729	0.329403885007703
m5	26	Egg	2	2	0.1	2.0396269523636	0.240025550503346	137.406331476638	0.815914786967419	0.131896825396825	0.11593009014957	0.083669999775275
m6	26	Egg	2	2	0.1	1.42793258630638	0.315996930365862	141.862943698498	0.866208791208791	0.357472222222222	0.179546551543577	0.296250065113896
m7	26	Egg	2	2	0.1	1.73086458561587	0.262001091563591	146.537254262934	0.81052380952381	0.275650793650794	0.144769365702831	0.22537151714949
m1	27	Egg	2	2	0.1	1.34137753204816	0.431172102882416	165.545177495901	0.854201680672269	0.410801587301587	0.180902037495047	0.35141148725985
m2	27	Egg	2	2	0.1	1.38390645709268	0.324497532196622	150.895431054777	0.872186147186147	0.422011904761905	0.182413964409147	0.35971209557317
m3	27	Egg	2	2	0.1	1.70996069826614	0.321785110256655	110.436958048481	0.860164835164835	0.162503968253968	0.13195981531187	0.10741176620989
m4	27	Egg	2	2	0.1	1.70978215989045	0.234476127007996	166.10272708035	0.817738095238095	0.37981746031746	0.164604300760445	0.320140080980597
m5	27	Egg	2	2	0.1	2.25318126314057	0.291231301785945	117.875694421671	0.755059523809524	0.12502380952381	0.111584315820686	0.0763348324714416
m6	27	Egg	2	2	0.1	1.71500626404967	0.304439001064325	168.725271611813	0.81321044546851	0.302866161616162	0.159905220773436	0.242156514222683
m7	27	Egg	2	2	0.1	1.6622571323767	0.310520381316042	118.686052972705	0.820017636684303	0.307945887445887	0.147755450677603	0.251096832722657
m1	28	Egg	2	2	0.1	0.91184982618268	0.276016377521771	153.561393190801	0.919246031746032	0.491710317460317	0.196392957928732	0.432887711769271
m2	28	Egg	2	2	0.1	1.11288161617431	0.214377071689082	153.658261507772	0.928499278499278	0.454460317460317	0.196418227378526	0.396152422422975
m3	28	Egg	2	2	0.1	1.74044421591307	0.210934309632282	115.019359329301	0.817238095238095	0.140642857142857	0.142465840596473	0.0931102332893894
